,Unnamed: 0,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,check_column,Country Column,Nationality
205,243,Brett Emerton,Right Midfield,21,Sydney Olympic, Australia,Feyenoord,Eredivisie,2000-2001,,1800000,,Italy,Australia
206,244,Sergej Barbarez,Second Striker,28,Bor. Dortmund,1.Bundesliga,Hamburger SV,1.Bundesliga,2000-2001,,1800000,,Italy,SFR Yugoslavia
207,245,Radek Bejbl,Defensive Midfield,27,Atlético Madrid,LaLiga2,Lens,Ligue 1,2000-2001,,1800000,,Germany,Czechoslovakia
208,246,Robin Nelisse,Centre-Forward,22,Feyenoord,Eredivisie,AZ Alkmaar,Eredivisie,2000-2001,,1800000,,,Netherlands
209,247,Yago Yao,Centre-Back,21,Sporting Gijón,LaLiga2,Celta de Vigo,LaLiga,2000-2001,,1800000,,,Ivory Coast
210,248,Zinédine Zidane,Attacking Midfield,29,Juventus,Serie A,Real Madrid,LaLiga,2001-2002,,77500000,,,France
211,249,Gianluigi Buffon,Goalkeeper,23,Parma,Serie A,Juventus,Serie A,2001-2002,,52880000,True,Spain,Italy
212,250,Gaizka Mendieta,Right Midfield,27,Valencia CF,LaLiga,Lazio,Serie A,2001-2002,,48000000,,,Spain
213,251,Juan Sebastián Verón,Central Midfield,26,Lazio,Serie A,Man Utd,Premier League,2001-2002,,42600000,True,,Argentina
214,252,Rui Costa,Attacking Midfield,29,Fiorentina,Serie A,AC Milan,Serie A,2001-2002,,42000000,,Germany,
215,253,Lilian Thuram,Centre-Back,29,Parma,Serie A,Juventus,Serie A,2001-2002,,41500000,,,Guadeloupe
216,254,Pavel Nedved,Left Midfield,28,Lazio,Serie A,Juventus,Serie A,2001-2002,,38700000,,,Czechoslovakia
217,255,Filippo Inzaghi,Centre-Forward,27,Juventus,Serie A,AC Milan,Serie A,2001-2002,,37000000,,Italy,Italy
218,256,Javier Saviola,Second Striker,19,River Plate, Argentina,FC Barcelona,LaLiga,2001-2002,,35900000,,Scotland,Argentina
219,257,Ruud van Nistelrooy,Centre-Forward,25,PSV Eindhoven,Eredivisie,Man Utd,Premier League,2001-2002,,28500000,,,Netherlands
220,258,Antonio Cassano,Second Striker,18,Bari,Serie B,AS Roma,Serie A,2001-2002,,28500000,,England,Italy
221,259,Hidetoshi Nakata,Attacking Midfield,24,AS Roma,Serie A,Parma,Serie A,2001-2002,,28400000,,,Japan
222,260,Francesco Toldo,Goalkeeper,29,Fiorentina,Serie A,Inter,Serie A,2001-2002,,26500000,,Scotland,Italy
223,261,Jaap Stam,Centre-Back,29,Man Utd,Premier League,Lazio,Serie A,2001-2002,,25750000,,Belgium,Netherlands
224,262,Márcio Amoroso,Centre-Forward,27,Parma,Serie A,Bor. Dortmund,1.Bundesliga,2001-2002,,25500000,,Spain,Brazil
225,263,Stefano Fiore,Attacking Midfield,26,Udinese Calcio,Serie A,Lazio,Serie A,2001-2002,,25000000,,England,Italy
226,264,Marcelo Salas,Centre-Forward,26,Lazio,Serie A,Juventus,Serie A,2001-2002,,25000000,,Germany,Chile
227,265,Geovanni,Attacking Midfield,21,Cruzeiro, Brazil,FC Barcelona,LaLiga,2001-2002,,21000000,True,England,Brazil
228,266,Andrea Pirlo,Defensive Midfield,22,Inter,Serie A,AC Milan,Serie A,2001-2002,,18000000,True,Germany,Italy
229,267,Sérgio Conceição,Right Winger,26,Parma,Serie A,Inter,Serie A,2001-2002,,18000000,,England,Portugal
230,268,Robbie Keane,Centre-Forward,20,Inter,Serie A,Leeds,Premier League,2001-2002,,18000000,,,Ireland
231,269,Sergio,Central Midfield,24,Espanyol,LaLiga,Dep. La Coruña,LaLiga,2001-2002,,17900000,True,,
232,270,Steve Marlet,Centre-Forward,27,Olympique Lyon,Ligue 1,Fulham,Premier League,2001-2002,,17600000,,Greece,France
233,271,Philippe Christanval,Centre-Back,22,Monaco,Ligue 1,FC Barcelona,LaLiga,2001-2002,,17000000,,,France
234,272,Evanilson,Right-Back,25,Bor. Dortmund,1.Bundesliga,Parma,Serie A,2001-2002,,17000000,,Spain,
235,273,Robbie Fowler,Centre-Forward,26,Liverpool,Premier League,Leeds,Premier League,2001-2002,,16800000,,France,England
236,274,Frank Lampard,Central Midfield,23,West Ham,Premier League,Chelsea,Premier League,2001-2002,,16000000,,,England
237,275,Javi Moreno,Centre-Forward,26,Alavés,LaLiga,AC Milan,Serie A,2001-2002,,16000000,,,
238,276,Luca Toni,Centre-Forward,24,Vicenza,Serie B,Brescia,Serie A,2001-2002,,15500000,,England,Italy
239,277,Cristian Zenoni,Right-Back,24,AC Milan,Serie A,Juventus,Serie A,2001-2002,,15500000,,Spain,Italy
240,278,Darko Kovacevic,Centre-Forward,27,Juventus,Serie A,Lazio,Serie A,2001-2002,,15000000,,Germany,Yugoslavia
241,279,Michalis Konstantinou,Centre-Forward,23,Iraklis,Super League,Panathinaikos,Super League,2001-2002,,15000000,,Germany,Cyprus
242,280,Massimo Donati,Defensive Midfield,20,Atalanta,Serie A,AC Milan,Serie A,2001-2002,,15000000,True,Greece,Italy
243,281,Laurent Robert,Left Winger,26,Paris SG,Ligue 1,Newcastle,Premier League,2001-2002,,14330000,,Netherlands,Réunion
244,282,Ivan Pelizzoli,Goalkeeper,20,Atalanta,Serie A,AS Roma,Serie A,2001-2002,,14000000,,Germany,Italy
245,283,Giovanni van Bronckhorst,Left-Back,26,Rangers, Scotland,Arsenal,Premier League,2001-2002,,13500000,,France,Netherlands
246,284,Adriano,Centre-Forward,19,Flamengo, Brazil,Inter,Serie A,2001-2002,,13190000,True,Netherlands,
247,285,Mohamed Kallon,Centre-Forward,21,Vicenza,Serie B,Inter,Serie A,2001-2002,,13000000,,Spain,Sierra Leone
248,286,Goran Drulic,Centre-Forward,24,Red Star, Serbia,Real Zaragoza,LaLiga,2001-2002,,13000000,,Spain,SFR Yugoslavia
249,287,Andy Cole,Centre-Forward,30,Man Utd,Premier League,Blackburn,Premier League,2001-2002,,12200000,,Italy,England
250,288,Dean Richards,Centre-Back,27,Southampton,Premier League,Spurs,Premier League,2001-2002,,12150000,,Italy,
251,289,Simão,Left Winger,21,FC Barcelona,LaLiga,Benfica, Portugal,2001-2002,,12000000,True,England,
252,290,Éric Carrière,Attacking Midfield,28,FC Nantes,Ligue 1,Olympique Lyon,Ligue 1,2001-2002,,12000000,,Italy,France
253,291,Daniel Van Buyten,Centre-Back,23,Standard Liège,Jupiler Pro League,Marseille,Ligue 1,2001-2002,,11500000,,Italy,Belgium
254,292,Seth Johnson,Central Midfield,22,Derby,Premier League,Leeds,Premier League,2001-2002,,11500000,,Italy,England
255,293,Emmanuel Petit,Defensive Midfield,30,FC Barcelona,LaLiga,Chelsea,Premier League,2001-2002,,11500000,,Italy,France
256,294,Juan Carlos Valerón,Attacking Midfield,26,Atlético Madrid,LaLiga2,Dep. La Coruña,LaLiga,2001-2002,,11000000,,Spain,Spain
257,295,Cristiano Zanetti,Defensive Midfield,24,AS Roma,Serie A,Inter,Serie A,2001-2002,,11000000,,England,Italy
258,296,Diego Forlán,Second Striker,22,Independiente, Argentina,Man Utd,Premier League,2001-2002,,11000000,,Italy,Uruguay
259,297,Mario Turdó,Centre-Forward,22,Celta de Vigo,LaLiga,Stade Rennais,Ligue 1,2001-2002,,10820000,,Italy,Argentina
260,298,Salva Ballesta,Centre-Forward,26,Atlético Madrid,LaLiga2,Valencia CF,LaLiga,2001-2002,,10800000,,Italy,Spain
261,299,Corrado Grabbi,Centre-Forward,25,Ternana,Serie B,Blackburn,Premier League,2001-2002,,10700000,,Italy,Italy
262,300,Jan Koller,Centre-Forward,28,RSC Anderlecht,Jupiler Pro League,Bor. Dortmund,1.Bundesliga,2001-2002,,10500000,,Germany,"
Prague,[1] Czechoslovakia"
263,301,Marco Materazzi,Centre-Back,27,Perugia,Serie A,Inter,Serie A,2001-2002,,10500000,,Italy,Italy
264,302,Edwin van der Sar,Goalkeeper,30,Juventus,Serie A,Fulham,Premier League,2001-2002,,10300000,,Italy,Netherlands
265,303,Martin Djetou,Centre-Back,26,Monaco,Ligue 1,Parma,Serie A,2001-2002,,9750000,,Spain,Ivory Coast
266,304,Gareth Southgate,Centre-Back,30,Aston Villa,Premier League,Middlesbrough,Premier League,2001-2002,,9750000,,Italy,England
267,305,Michael Ball,Left-Back,21,Everton,Premier League,Rangers, Scotland,2001-2002,,9750000,,Italy,
268,306,Hugo Leal,Central Midfield,21,Atlético Madrid,LaLiga2,Paris SG,Ligue 1,2001-2002,,9500000,,England,
269,307,William Gallas,Centre-Back,23,Marseille,Ligue 1,Chelsea,Premier League,2001-2002,,9300000,,Spain,France
270,308,Martin Laursen,Centre-Back,23,Hellas Verona,Serie A,Parma,Serie A,2001-2002,,9300000,,England,Denmark
271,309,Craig Bellamy,Left Winger,21,Coventry City,First Division,Newcastle,Premier League,2001-2002,,9000000,,Spain,Wales
272,310,John Hartson,Centre-Forward,26,Coventry City,First Division,Celtic, Scotland,2001-2002,,9000000,,Italy,Wales
273,311,Fábio Rochemback,Central Midfield,19,Internacional, Brazil,FC Barcelona,LaLiga,2001-2002,,9000000,,England,Brazil
274,312,Lucas Bernardi,Central Midfield,23,Marseille,Ligue 1,Monaco,Ligue 1,2001-2002,,9000000,,England,Argentina
275,313,Richard Wright,Goalkeeper,23,Ipswich,Premier League,Arsenal,Premier League,2001-2002,,9000000,,Italy,
276,314,Péguy Luyindula,Centre-Forward,22,R. Strasbourg,Ligue 2,Olympique Lyon,Ligue 1,2001-2002,,8800000,,Italy,Zaire
277,315,Edú Gaspar,Central Midfield,23,Corinthians, Brazil,Arsenal,Premier League,2001-2002,,8750000,,Italy,
278,316,Flavio Roma,Goalkeeper,27,Piacenza,Serie A,Monaco,Ligue 1,2001-2002,,8500000,,Italy,Italy
279,317,Jan Vennegoor of Hesselink,Centre-Forward,22,FC Twente,Eredivisie,PSV Eindhoven,Eredivisie,2001-2002,,8400000,,Greece,Netherlands
280,318,Tomás Repka,Centre-Back,27,Fiorentina,Serie A,West Ham,Premier League,2001-2002,,8250000,,Italy,Czechoslovakia
281,319,Chris Kirkland,Goalkeeper,20,Coventry City,First Division,Liverpool,Premier League,2001-2002,,8200000,,England,England
282,320,Claudio Pizarro,Centre-Forward,22,Werder Bremen,1.Bundesliga,Bayern Munich ,1.Bundesliga,2001-2002,,8200000,True,Italy,Peru
283,321,Alex,Attacking Midfield,23,Cruzeiro, Brazil,Parma,Serie A,2001-2002,,8000000,True,England,
284,322,Darko Kovacevic,Centre-Forward,28,Lazio,Serie A,Real Sociedad,LaLiga,2001-2002,,8000000,,Italy,Yugoslavia
285,323,Boudewijn Zenden,Left Winger,24,FC Barcelona,LaLiga,Chelsea,Premier League,2001-2002,,8000000,,Italy,Netherlands
286,324,Patrik Andersson,Centre-Back,29,Bayern Munich ,1.Bundesliga,FC Barcelona,LaLiga,2001-2002,,8000000,,Spain,Sweden
287,325,Bosko Balaban,Centre-Forward,22,Dinamo Zagreb, Croatia,Aston Villa,Premier League,2001-2002,,7800000,,England,"SR Croatia,SFR Yugoslavia"
288,326,Hugo Ibarra,Right-Back,27,Boca Juniors, Argentina,FC Porto, Portugal,2001-2002,,7800000,,England,Argentina
289,327,Zlatan Ibrahimovic,Centre-Forward,19,Malmö FF, Sweden,AFC Ajax,Eredivisie,2001-2002,,7800000,,Portugal,Sweden
290,328,Jermaine Jenas,Central Midfield,18,Nottm Forest,First Division,Newcastle,Premier League,2001-2002,,7500000,,France,England
291,329,Fernando Meira,Centre-Back,23,Benfica, Portugal,VfB Stuttgart,1.Bundesliga,2001-2002,,7500000,,France,Portugal
292,330,Jason Euell,Second Striker,24,MK Dons,First Division,Charlton,Premier League,2001-2002,,7500000,,England,England
293,331,Giuliano Giannichedda,Defensive Midfield,26,Udinese Calcio,Serie A,Lazio,Serie A,2001-2002,,7500000,,England,Italy
294,332,Robert Kovac,Centre-Back,27,Bay. Leverkusen,1.Bundesliga,Bayern Munich ,1.Bundesliga,2001-2002,,7500000,,Spain,West Germany
295,334,Frédéric Née,Centre-Forward,26,SC Bastia,Ligue 1,Olympique Lyon,Ligue 1,2001-2002,,7500000,,Italy,France
296,335,Don Hutchison,Attacking Midfield,30,Sunderland,Premier League,West Ham,Premier League,2001-2002,,7500000,,England,"
Gateshead,[1] England"
297,337,Peter Crouch,Centre-Forward,21,Portsmouth,First Division,Aston Villa,Premier League,2001-2002,,7500000,True,France,England
298,338,Jerzy Dudek,Goalkeeper,28,Feyenoord,Eredivisie,Liverpool,Premier League,2001-2002,,7400000,,Spain,Poland
299,339,Ewerthon,Centre-Forward,20,Corinthians, Brazil,Bor. Dortmund,1.Bundesliga,2001-2002,,7100000,,England,Brazil
300,340,Marcelinho Paraíba,Attacking Midfield,26,Grêmio, Brazil,Hertha BSC,1.Bundesliga,2001-2002,,7000000,,Germany,Brazil
301,341,Javier Chevantón,Centre-Forward,20,Danubio FC, Uruguay,Lecce,Serie A,2001-2002,,7000000,,Italy,Uruguay
302,342,Cosmin Contra,Right-Back,25,Alavés,LaLiga,AC Milan,Serie A,2001-2002,,7000000,,England,Romania
303,343,Camel Meriem,Attacking Midfield,22,FC Sochaux,Ligue 1,G. Bordeaux,Ligue 1,2001-2002,,7000000,,Italy,France
304,344,Jesper Blomqvist,Left Midfield,27,Man Utd,Premier League,Everton,Premier League,2001-2002,,7000000,,England,Sweden
305,345,Nelson Vivas,Right-Back,31,Arsenal,Premier League,Inter,Serie A,2001-2002,,7000000,,Scotland,Argentina
306,346,Milan Baros,Centre-Forward,20,Banik Ostrava, Czech Republic,Liverpool,Premier League,2001-2002,,7000000,,France,Czechoslovakia
307,347,Olof Mellberg,Centre-Back,23,Racing,LaLiga2,Aston Villa,Premier League,2001-2002,,6800000,,England,Sweden
308,348,Szilard Nemeth,Second Striker,23,Inter Bratislava, Slovakia,Middlesbrough,Premier League,2001-2002,,6750000,,Italy,Czechoslovakia
309,349,Tomasz Radzinski,Centre-Forward,27,RSC Anderlecht,Jupiler Pro League,Everton,Premier League,2001-2002,,6750000,,England,Poland
310,350,Claudio Reyna,Central Midfield,28,Rangers, Scotland,Sunderland,Premier League,2001-2002,,6700000,,Scotland,U.S.
311,351,Steed Malbranque,Central Midfield,21,Olympique Lyon,Ligue 1,Fulham,Premier League,2001-2002,,6600000,True,Spain,Belgium
312,352,Christian Ziege,Left Midfield,29,Liverpool,Premier League,Spurs,Premier League,2001-2002,,6500000,,France,West Germany
313,353,Joan Capdevila,Left-Back,23,Atlético Madrid,LaLiga2,Dep. La Coruña,LaLiga,2001-2002,,6400000,,England,Spain 
314,354,Matteo Sereni,Goalkeeper,26,Sampdoria,Serie B,Ipswich,Premier League,2001-2002,,6250000,,France,Italy
315,355,Bart Goor,Left Midfield,28,RSC Anderlecht,Jupiler Pro League,Hertha BSC,1.Bundesliga,2001-2002,,6250000,,England,Belgium
316,356,John Arne Riise,Left-Back,20,Monaco,Ligue 1,Liverpool,Premier League,2001-2002,,6100000,,France,Norway
317,358,Luke Young,Right-Back,21,Spurs,Premier League,Charlton,Premier League,2001-2002,,6000000,,Netherlands,
318,359,Rory Delap,Central Midfield,25,Derby,Premier League,Southampton,Premier League,2001-2002,,6000000,,England,England
319,360,Goran Bunjevcevic,Centre-Back,28,Red Star, Serbia,Spurs,Premier League,2001-2002,,6000000,,England,SFR Yugoslavia
320,361,Antonio Guayre,Right Winger,21,UD Las Palmas,LaLiga,Villarreal CF,LaLiga,2001-2002,,6000000,,Germany,Spain
321,362,Gonzalo Sorondo,Centre-Back,21,Defensor, Uruguay,Inter,Serie A,2001-2002,,6000000,,Italy,Uruguay
322,363,Zoltan Sebescen,Right-Back,25,VfL Wolfsburg,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2001-2002,,6000000,,Spain,West Germany
323,364,Lamberto Zauli,Attacking Midfield,30,Vicenza,Serie B,Bologna,Serie A,2001-2002,,6000000,,England,Italy
324,365,Agustín Delgado,Centre-Forward,27,Necaxa, Mexico,Southampton,Premier League,2001-2002,,5750000,,Spain,Ecuador
325,366,Joey Gudjónsson,Central Midfield,21,RKC Waalwijk,Eredivisie,Real Betis,LaLiga,2001-2002,,5630000,,England,
326,367,Bernardo Romeo,Centre-Forward,24,San Lorenzo, Argentina,Hamburger SV,1.Bundesliga,2001-2002,,5620000,,Portugal,Argentina
327,369,Didier Domi,Left-Back,23,Newcastle,Premier League,Paris SG,Ligue 1,2001-2002,,5580000,,Netherlands,France
328,370,Niko Kovac,Defensive Midfield,29,Hamburger SV,1.Bundesliga,Bayern Munich ,1.Bundesliga,2001-2002,,5500000,,England,West Germany
329,371,Shinji Ono,Attacking Midfield,21,Urawa Reds,J1 - 2nd Stage,Feyenoord,Eredivisie,2001-2002,,5500000,,Germany,Japan
330,372,Marius Niculae,Centre-Forward,20,Dinamo Bukarest, Romania,Sporting CP, Portugal,2001-2002,,5300000,,England,Romania
331,373,Sylvain Legwinski,Left Midfield,28,G. Bordeaux,Ligue 1,Fulham,Premier League,2001-2002,,5250000,,Italy,France
332,374,Jon Harley,Left-Back,21,Chelsea,Premier League,Fulham,Premier League,2001-2002,,5250000,,Germany,England
333,375,Nicolás Medina,Defensive Midfield,19,Argentinos, Argentina,Sunderland,Premier League,2001-2002,,5250000,,,Argentina
334,376,Ronaldinho,Attacking Midfield,21,Grêmio, Brazil,Paris SG,Ligue 1,2001-2002,,5100000,,France,Brazil
335,377,Victor Agali,Centre-Forward,22,Hansa Rostock,1.Bundesliga,FC Schalke 04,1.Bundesliga,2001-2002,,5100000,,England,Nigeria
336,378,Nihat Kahveci,Centre-Forward,22,Besiktas,Süper Lig,Real Sociedad,LaLiga,2001-2002,,5000000,,,Turkey
337,379,César,Left Midfield,26,São Caetano, Brazil,Lazio,Serie A,2001-2002,,5000000,True,England,
338,380,Christian Panucci,Right-Back,28,Inter,Serie A,AS Roma,Serie A,2001-2002,,5000000,,England,Italy
339,381,Ezequiel González,Attacking Midfield,20,CA Rosario, Argentina,Fiorentina,Serie A,2001-2002,,5000000,,Germany,Argentina
340,382,Mantorras,Centre-Forward,19,Alverca, Portugal,Benfica, Portugal,2001-2002,,5000000,,Germany,Angola
341,383,Eduardo Costa,Defensive Midfield,18,Grêmio, Brazil,G. Bordeaux,Ligue 1,2001-2002,,5000000,,Italy,Brazil
342,384,Ümit Davala,Right Midfield,28,Galatasaray,Süper Lig,AC Milan,Serie A,2001-2002,,5000000,,Italy,West Germany
343,385,Sander Westerveld,Goalkeeper,27,Liverpool,Premier League,Real Sociedad,LaLiga,2001-2002,,5000000,,France,Netherland
344,386,Lilian Laslandes,Centre-Forward,29,G. Bordeaux,Ligue 1,Sunderland,Premier League,2001-2002,,5000000,,England,France
345,387,João Tomás,Centre-Forward,26,Benfica, Portugal,Real Betis,LaLiga,2001-2002,,5000000,,Italy,Portugal
346,388,Delfim,Central Midfield,24,Sporting CP, Portugal,Marseille,Ligue 1,2001-2002,,5000000,,England,Portugal
347,389,Jörg Albertz,Left Midfield,30,Rangers, Scotland,Hamburger SV,1.Bundesliga,2001-2002,,5000000,,England,West Germany
348,390,David James,Goalkeeper,30,Aston Villa,Premier League,West Ham,Premier League,2001-2002,,4800000,,England,
349,391,Aníbal Matellán,Centre-Back,24,Boca Juniors, Argentina,FC Schalke 04,1.Bundesliga,2001-2002,,4800000,,England,Argentina
350,392,Jérôme Rothen,Left Midfield,23,Troyes,Ligue 1,Monaco,Ligue 1,2001-2002,,4500000,,England,France
351,393,Shota Arveladze,Centre-Forward,28,AFC Ajax,Eredivisie,Rangers, Scotland,2001-2002,,4500000,,England,Soviet Union
352,394,Marcus Bent,Centre-Forward,23,Blackburn,Premier League,Ipswich,Premier League,2001-2002,,4500000,,England,England
353,395,Jardel,Centre-Forward,27,Galatasaray,Süper Lig,Sporting CP, Portugal,2001-2002,,4500000,True,Spain,
354,396,Patrick M'Boma,Centre-Forward,31,Parma,Serie A,Sunderland,Premier League,2001-2002,,4500000,,England,Cameroon
355,397,Matthew Jones,Central Midfield,20,Leeds,Premier League,Leicester,Premier League,2001-2002,,4500000,,Germany,
356,398,James Scowcroft,Centre-Forward,25,Ipswich,Premier League,Leicester,Premier League,2001-2002,,4500000,,England,England
357,400,Jacek Bak,Centre-Back,28,Olympique Lyon,Ligue 1,Lens,Ligue 1,2001-2002,,4300000,,,Poland
358,401,Mido,Centre-Forward,18,KAA Gent,Jupiler Pro League,AFC Ajax,Eredivisie,2001-2002,,4200000,,England,
359,402,Pablo Contreras,Centre-Back,22,Monaco,Ligue 1,Celta de Vigo,LaLiga,2001-2002,,4200000,,England,Chile
360,403,Finidi George,Right Winger,30,RCD Mallorca,LaLiga,Ipswich,Premier League,2001-2002,,4200000,,England,Nigeria
361,404,François Grenet,Right-Back,26,G. Bordeaux,Ligue 1,Derby,Premier League,2001-2002,,4190000,,Spain,France
362,405,Lincoln,Attacking Midfield,22,Atlético-MG, Brazil,1.FC K'lautern,1.Bundesliga,2001-2002,,4000000,,Italy,
363,406,Brahim Hemdani,Defensive Midfield,23,R. Strasbourg,Ligue 2,Marseille,Ligue 1,2001-2002,,4000000,,Germany,France
364,407,Mustapha Hadji,Attacking Midfield,29,Coventry City,First Division,Aston Villa,Premier League,2001-2002,,4000000,,Italy,Morocco
365,408,Alberto Gilardino,Centre-Forward,19,Piacenza,Serie A,Hellas Verona,Serie A,2001-2002,,3870000,True,England,Italy
366,409,Mario Yepes,Centre-Back,25,River Plate, Argentina,FC Nantes,Ligue 1,2001-2002,,3800000,,Spain,Colombia
367,410,Sylvinho,Left-Back,27,Arsenal,Premier League,Celta de Vigo,LaLiga,2001-2002,,3800000,,Germany,Brazil
368,411,John de Jong,Attacking Midfield,24,FC Utrecht,Eredivisie,PSV Eindhoven,Eredivisie,2001-2002,,3800000,,,Netherlands
369,412,Toifilou Maoulida,Centre-Forward,22,Montpellier,Ligue 1,Stade Rennais,Ligue 1,2001-2002,,3800000,True,France,France
370,413,Tobias Linderoth,Defensive Midfield,22,Stabaek IF,Eliteserien,Everton,Premier League,2001-2002,,3750000,,Germany,France
371,415,Ian Walker,Goalkeeper,29,Spurs,Premier League,Leicester,Premier League,2001-2002,,3750000,,Netherlands,
372,416,Gabriel Heinze,Centre-Back,23,Real Valladolid,LaLiga,Paris SG,Ligue 1,2001-2002,,3500000,,Portugal,Argentina
373,417,Maxwell,Left-Back,19,Cruzeiro, Brazil,AFC Ajax,Eredivisie,2001-2002,,3500000,True,England,
374,418,Vitali Kutuzov,Centre-Forward,21,BATE Borisov,Vysheyshaya Liga,AC Milan,Serie A,2001-2002,,3500000,,England,Soviet Union
375,419,Yksel Osmanovski,Left Midfield,24,Bari,Serie B,Torino,Serie A,2001-2002,,3500000,,England,Sweden
376,420,Jorge Bermúdez,Centre-Back,30,Boca Juniors, Argentina,Olympiacos,Super League,2001-2002,,3500000,,France,Colombia
377,421,Gustavo Poyet,Attacking Midfield,33,Chelsea,Premier League,Spurs,Premier League,2001-2002,,3400000,,Germany,Uruguay
378,422,Abdeslam Ouaddou,Centre-Back,22,AS Nancy,Ligue 2,Fulham,Premier League,2001-2002,,3300000,,Spain,Morocco
379,423,Stelios Venetidis,Left-Back,24,PAOK Saloniki,Super League,Olympiacos,Super League,2001-2002,,3300000,,Italy,Greece
380,425,Martin Petrov,Left Winger,22,Servette FC,1.Liga gr. 1,VfL Wolfsburg,1.Bundesliga,2001-2002,,3250000,,Italy,Bulgaria
381,426,Yildiray Bastürk,Attacking Midfield,22,VfL Bochum,2.Bundesliga,Bay. Leverkusen,1.Bundesliga,2001-2002,,3250000,,Italy,West Germany
